terrain,inc_time_d,compound,peak_nr,is_ref,rt_start,rt,rt_end,amp2,amp3,bgrd2_start,bgrd3_start,bgrd2_end,bgrd3_end,area2,area3,r3/2,rd3/2,d3/2,d2H,at2H,n_overlapping,n_matches,f_label,at2H_mn_zero,d2H_mn_zero,area2_mn_zero,No.,rt_FID,area_FID,height_FID,rel_area_FID,rel_height_FID,amount_FID,at2H_weighted,a,t0,f_start,d_t,f_t,u_d,gen_d,chain_fctr,chain_num,u_d_weighted,gen_d_weighted
Gordon Gulch Conifer Forest,0,i-17:0,31.333333333333332,0,2252.393,2260.1259999999997,2267.71966666667,173.997184935627,60.2408451429422,276.911316215734,98.515630197595,276.911316215734,98.515630197595,1131.72871181198,399.258059388168,0.3534696277046516,326.656425418342,21.5254475721235,21.5254475721235,0.015907727657855,1,1,0.5,0.015907727657855,21.5254475721235,1131.72871181198,NA,NA,NA,NA,NA,NA,NA,0.0140208234613379,0.5,0,0.015907727657855,0,0.015907727657855,NA,NA,C17,17,0,0
Gordon Gulch Conifer Forest,3,16:0,25,0,2085.193,2106.8245,2121.768,1199.14219140822,1396.11323439795,267.474515025136,119.680234632235,267.474515025136,119.680234632235,13939.5198418967,19888.3920852088,1.4239297876560064,4339.44055946719,3111.36923078973,3111.36923078973,0.0639935882363573,1,1,0.5,0.0143768563889012,-76.7946276491597,18144.9488640285,8.5,14.541666666666666,2.098863521249995,60.932662046920825,3.2588600552533484,5.192416684498486,NA,0.053693503834751,0.5,0,0.0143768563889012,3,0.0639935882363573,0.07881751154368363,8.794329673498725,C16,16,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,16:1 cis,23,0,2025.9415,2038.795,2052.2755,580.290595168225,624.489252343471,272.248997448838,128.453195990473,272.248997448838,128.453195990473,5064.94957144886,6236.15815699539,1.234862006511535,3630.41324698718,2565.41820018013,2565.41820018013,0.0555005586941645,1,1,0.5,0.0139730386424979,-102.729282480926,7663.61589204144,NA,NA,NA,NA,NA,NA,NA,0.053693503834751,0.5,0,0.0139730386424979,3,0.0555005586941645,0.0645055836499431,10.745537693628119,C16,16,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,16:1 trans,24,0,2053.007,2061.6805,2073.28,283.109292473948,256.170857952448,264.408278523616,119.76721445932,264.408278523616,119.76721445932,2301.59141583363,1937.59040552837,0.8513440018093941,2192.27393285202,1458.05092829606,1458.05092829606,0.0382694514741151,1,1,0.5,0.0140825583173204,-95.6955482106535,3018.14319069836,NA,NA,NA,NA,NA,NA,NA,0.053693503834751,0.5,0,0.0140825583173204,3,0.0382694514741151,0.03605581723148842,19.22428151079607,C16,16,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,17:0 cyclo,31.5,0,2301.4035,2317.6009999999997,2326.17,567.571229329381,314.21872508205,270.183942471601,109.654805026264,270.183942471601,109.654805026264,4670.6784478596,3017.00038322637,0.6491677553816683,1434.20887766243,874.340835800073,874.340835800073,0.0291843353817507,1,1,0.5,0.0129263855486887,-169.948144014048,5844.94133756643,10.5,15.974166666666665,0.6718405620833312,18.91576864557823,1.041866553382662,1.6124942748484488,NA,0.053693503834751,0.5,0,0.0129263855486887,3,0.0291843353817507,0.02368081522989629,29.27041040736083,C17,17,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,18:0,36.5,0,2604.6625,2618.77,2625.9805,555.575866972656,455.599517346338,279.385164986223,123.906833509839,279.385164986223,123.906833509839,5839.20691419904,5428.49741703575,0.9283673371289354,2481.17702602306,1680.50631003775,1680.50631003775,0.0417314615971782,1,1,0.5,0.0143565560300064,-78.0983991664775,9210.39825887059,14.5,17.956666666666667,0.9712142520833311,24.499319839788733,1.5098517423448206,2.090864399562789,NA,0.053693503834751,0.5,0,0.0143565560300064,3,0.0417314615971782,0.041163844969367286,16.83873751530649,C18,18,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,18:1 cis,34,0,2532.871,2550.218,2556.07,883.996035579864,564.427161833886,351.832610848265,138.38760370016,351.832610848265,138.38760370016,11355.7781075757,7115.91075569335,0.6240566054704261,1340.08575624427,801.866032308087,801.866032308087,0.0280561870101361,1,1,0.5,0.0136459164806039,-123.738115884007,13712.0600537114,NA,NA,NA,NA,NA,NA,NA,0.053693503834751,0.5,0,0.0136459164806039,3,0.0280561870101361,0.020968926438935942,33.05592122603291,C18,18,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,18:1 trans,35,0,2556.07,2571.4315,2580.0005,1264.84762456384,2086.53700530557,523.182028889205,609.501695134993,523.182028889205,609.501695134993,15497.6302377626,28153.735364963,1.8208184977723754,5827.60762590457,4257.25787194652,4257.25787194652,0.0818147861051449,1,1,0.5,0.0138826966888311,-108.531348372266,15945.4333417767,NA,NA,NA,NA,NA,NA,NA,0.053693503834751,0.5,0,0.0138826966888311,3,0.0818147861051449,0.11308763122351746,6.129292594253225,C18,18,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,18:2,33,0,2503.193,2522.63,2532.871,488.134893956742,167.086228645299,247.167207302169,92.9264538509721,247.167207302169,92.9264538509721,5933.60609738365,2123.45112295366,0.35690842302221404,338.330641164181,30.5145936964196,30.5145936964196,0.0160476887222163,1,1,0.5,0.0135716440031417,-128.508110721507,8064.72345813605,NA,NA,NA,NA,NA,NA,NA,0.053693503834751,0.5,0,0.0135716440031417,3,0.0160476887222163,0.0035093103113374453,197.51663975699475,C18,18,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,a-15:0,18.5,0,1742.1195,1755.4955,1766.1545,451.470584737206,349.577848428442,258.592286081534,121.047252456816,258.592286081534,121.047252456816,3041.3481697995,2491.54090690323,0.8281816496375375,2105.41441344646,1391.16909835377,1391.16909835377,0.0372285458367267,1,1,0.5,0.013312885514746,-145.12584559035,3676.75688860711,3,12.364166666666666,0.5052489533333345,15.981855067006272,0.7840096869018152,1.360453512145991,NA,0.053693503834751,0.5,0,0.013312885514746,3,0.0372285458367267,0.03550682412290598,19.521520093169517,C15,15,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,i-15:0,17.5,0,1722.6825,1734.2820000000002,1741.2835,452.838312402304,711.764389403616,231.430492464319,91.2276379487696,231.430492464319,91.2276379487696,3075.41057033685,5502.62537528406,1.7867655011239325,5699.97855783295,4158.98348953137,4158.98348953137,0.0802866526627337,1,1,0.5,0.0148790289965087,-44.5429047339153,2808.48925002031,2,12.2325,0.5028795291666672,16.356220660377353,0.7791661477596445,1.3905870314422235,NA,0.053693503834751,0.5,0,0.0148790289965087,3,0.0802866526627337,0.10866311007619017,6.378863811959169,C15,15,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,3,i-17:0,29.5,0,2251.139,2259.29,2266.814,162.279220213704,235.501808269933,255.369486775802,103.301782844639,255.369486775802,103.301782844639,1045.21543913216,1558.49296159037,1.4898888378428115,4586.75006101118,3301.79754697861,3301.79754697861,0.066955635010806,1,1,0.5,0.015907727657855,21.5254475721235,1131.72871181198,9,15.61,0.11256169000000021,3.5676486315789457,0.1672329100815896,0.29174591559463986,NA,0.053693503834751,0.5,0,0.015907727657855,3,0.066955635010806,0.08199560292848691,8.453467695877288,C17,17,0.06231219609444228,14.092094406598646
Gordon Gulch Conifer Forest,7,16:0,25,0,2084.984,2106.4065,2119.678,1153.97926178286,1953.35561383096,263.629396252708,135.704873192637,263.629396252708,135.704873192637,14567.3452097947,29658.6319319797,2.0123298385949244,6546.33870725435,4810.68080458585,4810.68080458585,0.0904194862531241,1,1,0.5,0.0143768563889012,-76.7946276491597,18144.9488640285,8,14.559166666666666,1.750675684583336,48.98105542281421,2.917843416971258,4.5558481383810445,NA,0.0805187532876728,0.5,0,0.0143768563889012,7,0.0904194862531241,0.055669299479126105,12.451156868245656,C16,16,0.048454773857341135,16.67505012464594
Gordon Gulch Conifer Forest,7,16:1 cis,23,0,2025.21,2037.123,2046.946,470.803984300922,841.668848293618,266.523403648855,141.166587090218,266.523403648855,141.166587090218,4151.07338626764,8678.44956770778,2.0492457740186847,6684.82431003141,4917.31471872419,4917.31471872419,0.0920772163587097,1,1,0.5,0.0139730386424979,-102.729282480926,7663.61589204144,NA,NA,NA,NA,NA,NA,NA,0.0805187532876728,0.5,0,0.0139730386424979,7,0.0920772163587097,0.05740569130042119,12.07453764353256,C16,16,0.048454773857341135,16.67505012464594
Gordon Gulch Conifer Forest,7,16:1 trans,24,0,2051.753,2060.4265,2070.981,248.945235629007,498.789238699282,257.380733780113,134.113073857347,257.380733780113,134.113073857347,1825.49424147206,3920.53961844492,1.9726114037937168,6397.66297310734,4696.20048929266,4696.20048929266,0.0886374810023188,1,1,0.5,0.0140825583173204,-95.6955482106535,3018.14319069836,NA,NA,NA,NA,NA,NA,NA,0.0805187532876728,0.5,0,0.0140825583173204,7,0.0886374810023188,0.05426120226841474,12.774268751568446,C16,16,0.048454773857341135,16.67505012464594
Gordon Gulch Conifer Forest,7,17:0 cyclo,30,0,2301.1945,2317.601,2326.588,545.75785641689,556.19695861476,272.830368225151,125.392001074562,272.830368225151,125.392001074562,5115.483080942,5923.47380179831,1.2065798939208374,3524.59829765253,2483.94068919245,2483.94068919245,0.0542328455901283,1,1,0.5,0.0129263855486887,-169.948144014048,5844.94133756643,13,15.994166666666667,0.5074488033333338,14.457604668516463,0.8457589497739091,1.3461719302992297,NA,0.0805187532876728,0.5,0,0.0129263855486887,7,0.0542328455901283,0.027349248156596704,25.34428648974603,C17,17,0.048454773857341135,16.67505012464594
