#Exported for mctoolsr																								
#ASV_ID	Blank25	Blank29	CRCcr0	CRCcr0b	CRCcr0c	GGc0	GGc0b	GGc0c	GGm0	GGm0b	GGm0c	GGm3	GGm3b	GGm3c	MMg0	MMg0b	MMg0c	NRt0-diluted	NRt0	NRt0b-diluted	NRt0b	NRt0c-diluted	NRt0c	taxonomy
ASV_5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	12	0	17	0	Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;ASV_5623
ASV_5624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	19	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_5624
ASV_904	0	0	0	14	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_904
ASV_1028	0	0	16	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_1028
ASV_132	0	0	0	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;ASV_132
ASV_1557	0	0	0	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;FBP;NA;NA;NA;NA;ASV_1557
ASV_2119	0	0	0	27	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;ASV_2119
ASV_2145	0	0	12	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_2145
ASV_2168	0	0	17	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_2168
ASV_2270	0	0	20	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;ASV_2270
ASV_2447	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;NA;NA;ASV_2447
ASV_2448	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;FBP;NA;NA;NA;NA;ASV_2448
ASV_2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Duganella;ASV_2662
ASV_2976	0	0	0	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Blastocatellia_(Subgroup_4);Blastocatellales;Blastocatellaceae;Blastocatella;ASV_2976
ASV_3297	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae_(Subgroup_3);Bryobacter;ASV_3297
ASV_4352	0	0	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;ASV_4352
ASV_4578	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;ASV_4578
ASV_46	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_46
ASV_5660	0	0	0	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;NA;NA;ASV_5660
ASV_5661	0	0	0	0	0	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;NA;NA;ASV_5661
ASV_5662	0	0	0	0	0	18	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4_lineage;ASV_5662
ASV_5663	0	0	0	0	0	18	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_5663
ASV_5664	0	0	0	0	0	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_5664
ASV_5665	0	0	0	0	0	7	6	0	15	0	0	0	0	0	0	0	0	5	0	0	0	8	0	Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;ASV_5665
ASV_5666	0	0	0	0	0	7	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	Bacteria;Planctomycetes;BD7-11;NA;NA;NA;ASV_5666
ASV_5667	0	0	0	0	0	0	5	0	0	0	0	0	0	0	22	0	14	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_5667
ASV_5668	0	0	0	0	0	0	0	0	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;ASV_5668
ASV_5669	0	0	0	0	0	0	0	0	19	0	22	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Ellin6067;ASV_5669
ASV_5670	0	0	0	0	0	0	0	0	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_5670
ASV_5671	0	0	0	0	0	0	0	0	14	19	0	0	0	0	0	0	0	0	0	0	0	8	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_5671
ASV_5672	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	6	0	8	0	15	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_5672
ASV_5673	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	24	0	0	0	12	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Polymorphobacter;ASV_5673
ASV_5674	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	15	0	5	0	8	0	Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;NA;NA;ASV_5674
ASV_5675	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_5675
ASV_5676	0	0	0	0	0	0	0	0	0	0	0	20	0	21	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5676
ASV_5677	0	0	0	0	0	0	0	0	0	0	0	16	16	9	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_25;NA;NA;NA;ASV_5677
ASV_5678	0	0	0	0	0	0	0	0	0	0	0	12	11	18	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Blastocatellia_(Subgroup_4);Pyrinomonadales;Pyrinomonadaceae;RB41;ASV_5678
ASV_5679	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	0	13	0	Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;ASV_5679
ASV_5690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_5690
ASV_5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter;ASV_5691
ASV_5692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;NA;ASV_5692
ASV_5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	16	0	0	0	0	0	0	Bacteria;Elusimicrobia;Lineage_IIb;NA;NA;NA;ASV_5693
ASV_5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	19	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_5694
ASV_5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	23	0	0	0	0	0	0	Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;ASV_5695
ASV_5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	12	0	0	0	0	0	0	Bacteria;Patescibacteria;NA;NA;NA;NA;ASV_5696
ASV_5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_5697
ASV_5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	18	0	0	0	0	0	0	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;NA;NA;ASV_5698
ASV_5699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;ASV_5699
ASV_5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;ASV_5700
ASV_5701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	17	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;NA;ASV_5701
ASV_5702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	19	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_5702
ASV_5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	15	6	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5703
ASV_5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	15	0	12	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;ASV_5704
ASV_5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	21	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;NA;ASV_5705
ASV_5706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;NA;ASV_5706
ASV_579	0	0	17	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_579
ASV_731	0	0	0	16	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_731
ASV_1423	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_1423
ASV_1441	0	0	10	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;NA;NA;NA;NA;NA;ASV_1441
ASV_1505	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;ASV_1505
ASV_1694	0	0	15	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;NA;NA;ASV_1694
ASV_2115	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;NA;ASV_2115
ASV_2869	0	0	12	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Oxyphotobacteria_Incertae_Sedis;Unknown_Family;Leptolyngbya_EcFYyyy-00;ASV_2869
ASV_299	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;ASV_299
ASV_3420	0	0	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;ASV_3420
ASV_3529	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Armatimonadetes;NA;NA;NA;NA;ASV_3529
ASV_382	0	0	12	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;ASV_382
ASV_4027	0	0	0	0	0	0	0	3	11	15	11	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NA;ASV_4027
ASV_523	0	0	9	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae_(Subgroup_3);Bryobacter;ASV_523
ASV_5725	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_5725
ASV_5735	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ASV_5735
ASV_5736	0	0	0	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;ASV_5736
ASV_5737	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4_lineage;ASV_5737
ASV_5738	0	0	0	0	0	21	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_5738
ASV_5739	0	0	0	0	0	21	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;ASV_5739
ASV_5740	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;ASV_5740
ASV_5741	0	0	0	0	0	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_5741
ASV_5742	0	0	0	0	0	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;ASV_5742
ASV_5743	0	0	0	0	0	14	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_5743
ASV_5744	0	0	0	0	0	13	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;ASV_5744
ASV_5745	0	0	0	0	0	11	12	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;NA;ASV_5745
ASV_5746	0	0	0	0	0	6	0	13	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;NA;NA;ASV_5746
ASV_5747	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae_(Subgroup_3);Candidatus_Solibacter;ASV_5747
ASV_5748	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	15	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ASV_5748
ASV_5749	0	0	0	0	0	0	0	0	27	0	13	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;ASV_5749
ASV_5750	0	0	0	0	0	0	0	0	17	23	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5750
ASV_5751	0	0	0	0	0	0	0	0	16	0	8	16	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_5751
ASV_5752	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;ASV_5752
ASV_5753	0	0	0	0	0	0	0	0	14	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_5753
ASV_5754	0	0	0	0	0	0	0	0	9	0	0	0	0	0	17	14	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;SC-I-84;NA;ASV_5754
ASV_5755	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5755
ASV_5756	0	0	0	0	0	0	0	0	0	0	11	0	7	11	0	0	0	11	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;NA;ASV_5756
ASV_5757	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	12	0	12	0	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;NA;NA;ASV_5757
ASV_5758	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	18	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;ASV_5758
ASV_5773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_5773
ASV_5774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	19	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_5774
ASV_5775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	31	0	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Fimbriiglobus;ASV_5775
ASV_5776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;ASV_5776
ASV_5777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	10	0	0	7	Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;NA;NA;ASV_5777
ASV_5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	17	0	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;NA;ASV_5778
ASV_5779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5779
ASV_5780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	11	0	11	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_5780
ASV_5781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	23	0	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_5781
ASV_5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	15	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;ASV_5782
ASV_5783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	16	0	Bacteria;Acidobacteria;Blastocatellia_(Subgroup_4);Blastocatellales;Blastocatellaceae;NA;ASV_5783
ASV_603	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;FBP;NA;NA;NA;NA;ASV_603
ASV_694	0	0	0	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_694
ASV_708	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Armatimonadetes;NA;NA;NA;NA;ASV_708
ASV_752	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;Tychonema_CCAP_1459-11B;ASV_752
ASV_832	0	0	13	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_832
ASV_121	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_121
ASV_1444	0	0	17	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_1444
ASV_1985	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_1985
ASV_205	0	0	12	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;BIyi10;ASV_205
ASV_224	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Oxalicibacterium;ASV_224
ASV_2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;ASV_2385
ASV_2452	0	0	0	0	0	0	0	0	8	26	5	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_2452
ASV_2693	0	0	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27_clade;ASV_2693
ASV_4832	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polaromonas;ASV_4832
ASV_5812	0	0	0	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;ASV_5812
ASV_5813	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;NA;NA;ASV_5813
ASV_5814	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	6	0	9	0	13	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;ASV_5814
ASV_5815	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_5815
ASV_5816	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_5816
ASV_5817	0	0	0	0	0	0	15	0	0	0	0	0	0	0	16	0	0	8	0	0	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;NA;ASV_5817
ASV_5818	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16	0	0	0	10	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;NA;NA;ASV_5818
ASV_5819	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_5819
ASV_5820	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Acidipila;ASV_5820
ASV_5821	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_5821
ASV_5822	0	0	0	0	0	0	0	0	19	2	18	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;ASV_5822
ASV_5823	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	25	0	0	0	0	0	Bacteria;Acidobacteria;Subgroup_6;NA;NA;NA;ASV_5823
